Unnamed: 0,text,Emotion
199928,i feel fucking outraged just like i did toward the boys in in high school,anger
496041,i guess i am feeling so discouraged about my current situation and was really hoping for a light at the end of the tunnel,anger
834766,i cant even begin to express how glad i was to have had that conversation with tanya and for her forcing me to look at the issue and stop feeling angry at my ex for something that i did to myself,anger
343373,i get irrationally angry at drivers who fail to use turn signals and feel real passionate hatred for people who drive slow in the left lane,anger
392273,i feel overwhelmed and so discouraged,anger
653817,i also remember feeling stressed and getting angry when i shouldn t have felt angry,anger
361344,i know the difference between feeling hurt and disappointed and angry,anger
400296,i can be angry and sit with it and feel it and not be scared of it,anger
146912,i assume something about a person or situation he does something that makes me feel angry that he was assuming it was okay and vice versa,anger
23694,i can read when i feel discouraged and experience god on a more personal level,anger
691493,i feel angry then guilty for feeling angry,anger
293208,i feel cool when i say i m haitian despite all the problems it has why would we encourage him to do anything else but promote the wonderful things about this country along with a constant push for the betterment of it and its people,anger
395856,ive been weighing myself frequently and feeling quite discouraged,anger
298803,i dont thats fair of me but its how i feel i was disturbed by ellies blithe dismissal of her underage she had just turned drinking,anger
463181,i see through the aggressive action to view in the other person what i also am feeling scared angry defensive self righteous or frustrated,anger
570283,i am looking for what i think of as sophistication is a form of intellectual engagement which makes me feel as if i understand what is going on in the world that i have a grasp of it that is somewhat superior to the average human,anger
142066,i am feeling just angry even my magic felt angry,anger
39826,i see in my kids face is rage and that feeling of he has been wronged in one way or another,anger
114989,i feel a cool beverage is in the offing,anger
361062,i thought she would be grateful but i sensed her feeling angry at me for bringing it up,anger
458787,i look at cikis ear it seems really hurt i feel angry i swear,anger
280564,i thought as i could feel her angry radiated off her from standing right behind her,anger
713541,i know we are suppose to be here and we truly we want to be here but when we are homesick it is easy to feel discouraged,anger
227993,i do feel outraged,anger
727711,i do not know any of the associated parties with the massacre however i feel outraged towards their memory,anger
563540,i wouldn t want any of his co workers to feel angry if he does in fact earn more and i would be crushed if he didn t get a raise or promotion because of some financial details i shared against his will,anger
565905,ive been feeling uncertain indecisive angry frustrated and overstretched mentally and emotionally for too long,anger
586971,i don t feel quite so outraged about things any more,anger
51450,im basically sat in the cold crying headphones in feeling so lost helpless angry frustrated that i was late and couldnt seem to time manage today annoyed that im working my ass off to be a good mum but one night out and now im the worst person ever and then,anger
650337,i get discouraged and feel defeated and think i have to do something to help him out,anger
575542,i was feeling pretty discouraged some days,anger
828527,i dont want to be the type to blame everybody else but myself but i feel as if the only reason im not going for it is because im afraid of how angry everybody will be,anger
734754,i started to feel discouraged at the thought of being there more than one day,anger
547564,i need to make sure i can encourage students to continue with the tasks but at the same time i need to understand that there needs to be a spark so that students feel it is worthwhile to engage,anger
678373,i feel so angry do my family actual care,anger
395292,im feeling a bit like mr furious in mystery men at the moment up to and including the largely ineffectual rage,anger
801913,i feel so angry i cant even explain the velocity of my current heartbeat,anger
718312,i have recently been feeling particularly discouraged and frustrated,anger
629539,i feel a bit furious a tad enraged a smidgeon incandescent and then i feel nothing again just exhausted,anger
696814,i feel helpless and angry when you hurt yourself,anger
352438,i am feeling angry is more correct,anger
61498,im angry im hurt i feel worthless,anger
753375,i see that either the guy doesnt realize how good he has it or abuses the relationship in various ways which enrages me to a point where i get drunk or feel violent physically,anger
225418,i am feeling quite discouraged at the moment,anger
592876,i was angry at my brother over an argument we had together we do have a few fights from time to time,anger
419777,i no longer feel angry at theater j or at artistic director ari roth whom i have come to know a bit since those posts linked above,anger
436435,when i learnt that a friend of mine had talked about me to another friend and had said wrong things about my abilities and attitudes i was very angry,anger
291704,i feel helpless about not being able to help him in feeling better but do my best to encourage him and think positively as mom is doing,anger
545707,i feel so outraged,anger
312010,i am on sunday night working on a presentation for monday and i feel resentful and angry,anger
472965,i look in the office or the nursery and see there are still boxes that havent even been cut open yet that makes me feel discouraged,anger
568115,i make on average fewer than two package uploads per year but i feel that i am respected and admired enough for me opinions to not require any real contributions to back me up,anger
121393,i remember feeling outraged with the comment,anger
414522,i was feeling rather anxious yesterday i had a bit of a panic attack about leaving the house but im grateful to my carers for their support and encouragement which help me to get through,anger
193076,i feel like such a terrible person for it and i know its really mean of me it takes a lot of courage for a guy to ask a girl to a dance,anger
494076,im tired of being stressed out all the time and im tired of making my friend feel stressed angry and guilty all of the time,anger
383497,i feel discouraged and exhausted,anger
88678,i will inevitably feel discouraged as soon as the bad feelings return,anger
237449,i feel a bit more irritable and angry about this,anger
542810,i know that if i m feeling especially angry with someone i tend to poke at what i view as their flaws and it makes me feel tons better,anger
579842,im feeling discouraged and have very little idea why,anger
338051,im feeling more determined than ever at the moment and im hoping it i can remember this determination next time im feeling overwhelmed anxious angry or scared,anger
282647,i am not a listener of his show i feel outraged at what has become of us as a people,anger
808007,i understand why you are feeling skeptical as an average consumer i would be hesitant as well,anger
327328,i would constantly feel angry and powerless,anger
634343,i feel envious and angry at a family that seems so typical and perfect,anger
170856,i encourage you to take one small action toward addressing something you feel dissatisfied with,anger
94792,i feel as if i have been beaten by an angry mob with those old fashioned cast iron frying pans,anger
717798,i tell myself that feeling angry or hurt wont help my current situation wont get me further towards where im going and who i want to be so they arent necessary and i stop myself from feeling them,anger
78595,i wasnt grateful i was angry and all the rationalizing did not make me feel any more appreciative for how lucky i was to be ill in a hotel room,anger
771859,i encourage you to go back to that time when you were a child whenever you are feeling doubtful or negative about something that you are trying to do,anger
141397,i feel very remorseful because few months back i was angry at him for abusing my cats and being rude to me,anger
21681,i can encourage others n their advocacy efforts by telling them to do their best and to feel passionate for what they are doing to accomplish their goals in what you are advocating for,anger
640195,i feel disturbed humiliated and outraged and yet nothing is done thanks to republican inspired fear of the enemy,anger
57534,i do feel discouraged,anger
164333,i have been encouraged by the help of friends and family and just have to keep battling the feelings that i am doing this alone and cant handle it all,anger
205574,i feel so entirely enraged with this safety nazi horseshit that i have to comment or else my teeth will explode,anger
809719,i feel very honored by their encouragement and support,anger
784397,i felt at peace which was promptly shattered by my sons screams of rage and seriously injured feelings as he was tortured by my little brother and ashton,anger
28941,i am feeling discouraged uninspired and like i just dont measure up,anger
798604,i woke up feeling more discouraged than i had in a very long time,anger
751187,i have a bad day or week i can start to feel discouraged,anger
558206,i feel very remorseful because few months back i was angry at him for abusing my cats and being rude to me,anger
549816,i feel like strangling somebody i m so enraged at the condition of my world,anger
352466,i start to feel it get a strong hold on me i pray for strength and courage,anger
66658,i feel it when one of my kids is vulnerable and hurt and scared and angry,anger
756444,i have only heard about the heat inside the garage but seriously i could feel it specially when the car came in it was too hot,anger
122558,i was very tired and feeling pretty discouraged after hours of labor and no progress,anger
179237,i feel angry that there is such a strong supposition that i would want to at least pretend to have breasts,anger
757668,ive spent a decent chunk of it filled with an inexplicable rage and its had me feeling irritable and impatient and downright pissed some of the time,anger
283946,i can choose to feel annoyed and angry at someone,anger
61370,i want to wimp out on feeling outraged,anger
807380,im not going to contemplate the best possible way to express my feelings on something if im angry because unless im talking to someone i care about ill just go ahead and say what i feel regardless of how obnoxious arrogant or cringe it may sound,anger
324693,i feel that i myself am tragic and there for should live in tragedy,anger
384014,i feel like an enraged fireman approaching a city,anger
179430,i feel like telling myself i shouldn t be angry just makes me angrier,anger
688786,i also feel embarrassed and angry that i made a mistake like that,anger
342441,i feel angry disgusted,anger
674577,i feel like the only acceptable pastoral responses to a person surrounded by tragedy is either a shrug your shoulders and claim ignorance or b insist blindly that god isn t involved without offering any reasonable justification for that claim,anger
116051,i think i m supposed to feel outraged for effi but it works the opposite way for me,anger
787204,i have no doubt that the people who feel so outraged about gay marriage sincerely believe its an abomination,anger
488267,i never wanted her to feel like i was angry with her,anger
447728,i feel discouraged a lot of the time thinking that its all garbage,anger
834745,i made that mistake and now im feeling anxious and angry at my own stupidity i know better,anger
101069,i had assumed that i could expect total confidentiality from russells a reputable professional firm and i feel very angry that my trust turned out to be misplaced,anger
374439,i seems to be the only one sensitive to this little girl s feeling and is outraged when he sees how his family only sees her as an embarrassment not wanting anything to do with her,anger
170492,i feel completely welcomed and encouraged to spill open onto canvas which is what i will do,anger
498874,i began to feel discouraged and confused at work,anger
34588,im feeling very hurt and angry after that video,anger
17123,im angry that i am only now learning how to feel emotions without channelling them into something less dangerous,anger
150060,i was angry and frustrated and feeling completely inadequate,anger
579871,i understand the feelings of those who are outraged many of the list of books de ranked do not feature anything explicit where many that do are still ranked,anger
471409,i feel spectacularly foolish this time and more than a little embarrassed for my foolishness but i have spent the last hour reminding myself that i had the courage to take a chance and make a mistake,anger
23237,ive been feeling discouraged and its taken me until just the past couple of weeks to feel like myself again,anger
206134,ill watch the news or read a paper and either laugh about something silly or feel angry and inspired to write or do something or more usually feel completely despondent about the state of the world we live in,anger
702544,i don t quit when i m feeling discouraged,anger
651478,i decided to make my own list of gods promises to go to when i feel discouraged and afraid,anger
536123,i would feel angry and lost and alone in the future,anger
515338,i used to feel like the way to work was to get lost in it and it can be okay if that happens there are advantages to that but im allowed even encouraged to feel grounded in my body and centered in my heart to invest myself as a living being in my work and in the classroom,anger
582595,i think that i did pretty good in voice cause you could hear the feeling that i had trough my voice how disappointed and angry i was,anger
604927,i so don t want to feel that rage and pain i ve repressed and in fact i don t know how but this post is making it easier to understand some things,anger
227092,i am feeling angry about what is happening to the truly courageous ethiopians who are being detained by incompetent power mongers,anger
142833,i might make a man angry or frustrated or feel exhausted tired and drained when corresponding with me but that is probably about it,anger
729307,im feeling extremely discouraged about everything right now,anger
477767,i libby anne i am a woman who feels very angry about the patriarchal structure which women must live by in a,anger
469380,i started to feel helpless and angry all the time about something i had read,anger
11469,i want a relationship a healthy relationship that challenges me to be better than i am encourages me to take risks a relationship where i not only feel respected but cherished and safe,anger
540143,i have to be honest and say i have really struggled with feeling bitter and angry,anger
192455,i try to feel confident about it but when ever our eyes meet i feel strong like in gym we have the exercise machines and i could only do lbs on average and i always wanted to do,anger
233189,i know that i feel less angry after a good round of bumping uglies but after that euphoric feeling dissipates the anger returns because i then feel used and disgusted with myself for treating people as objects and human dildos as apposed to treating them as the people they are,anger
519437,im feeling frantic and she most definitely always encourages me in everything i do,anger
88886,i was walking on a street alone in the afternoon when there were not too many people on the street a couple of guys were following me and i was ignoring them suddenly one of them came in front of me and started using dirty language and harrassing me i got very angry and wanted to strike back at them,anger
175461,i am feeling a little bit aggravated or angry my face goes rather serious,anger
745702,i remember crying feeling lonely and lost feeling angry towards him and the doctors,anger
171496,i had to know what she was feeling whether or not she was angry as me,anger
754159,i remember just feeling so discouraged and thinking that it was going to be impossible to get any success there that missionary only had baptism the last months here,anger
26916,i have very quickly decorated my newly tarted pencil pot and i am feeling quite smug that i have now actually got two little storage item that sort of match,anger
619555,i hope to sell our living room table set i feel its far too dangerous with kids around and replace them with a nice storage ottoman,anger
387081,i havent played it yet but i have the feeling im not going to be as outraged about it as i was about a href http thetrenchcoat,anger
220783,i really appreciate all your encouragement and i am feeling much more positive about it all now,anger
458326,i feel enraged by your voice will these wounds ever heal,anger
7039,i began to feel angry with him,anger
198751,i was feeling really uptight and angry,anger
399662,i also shoot in the field with a jack ass of a studio camera the mamiya rz and what feels like at least lbs of supporting gear so its not like i can shoot n scoot like your average urban exploration guerilla tourist type,anger
627029,i think of god i sigh when i meditate i feel discouraged,anger
249,i was feeling angry at myself for feeling self conscious about my shorts or for wishing that i wasnt alone,anger
297000,im just feeling extremely regretful ashamed embarrassed angry and overall upset,anger
553602,i seriously doubt that lord byron was talking about feeligns of outrage over pictures of tortured detainees,anger
477001,i feel enraged by the way she absolutely accepts her own ignorance,anger
631442,i acting passive when i feel enraged that she committed the cardinal sin which was not having sex but doing it right under my nose,anger
508113,i remember feeling terrified that my mother would be angry with me,anger
274632,i feel amazed by their resilience and courage and baulk at the thought of the lengthy road ahead to getting their lives back to normal and rebuilding the city,anger
769651,i ever will i hope to encourage those who maybe have a small commerce or in person website that feel like they have unsuccessful to reach the masses,anger
473681,i wrote and said i m feeling angry and i m not good at this and i m thinking send delilah to kent to turn it off but that s not a great idea either,anger
316602,i think it impossible for anyone who is paying attention to not to feel passionate about the tragedy that is unfolding,anger
808123,i have gone through life under the misconception that i m a very brave courageous guy because i almost never feel afraid and that s true,anger
40505,i felt very angry when a mishanga seller robbed me of the transport money i had to go to school,anger
166447,i feel discouraged because the progress is slow and i dont always see immediate results,anger
93110,i guess you know how i feel angry and disappointed,anger
825032,i just feel enraged and impotent seemingly unable to enact the change i want to see,anger
700699,i was feeling a little bit discouraged wishing that i could celebrate with you and give you a big hug,anger
247865,i am feeling outraged and scared for what if,anger
117401,i cant abide the political mess the country is in though i feel equally enraged about the state of uk politics,anger
801903,i find myself feeling much less aggravated at apple based coverage seeing people carrying iphones and all that jazz,anger
417936,i made that mistake and now im feeling anxious and angry at my own stupidity i know better,anger
537231,i am feeling extremely discouraged about the praxis,anger
5361,i was able to help chai lifeline with your support and encouragement is a great feeling and i am so glad you were able to help me,anger
548358,i don t feel all that enraged or impotent,anger
327463,i churned out for years which ive also been feeling discouraged about,anger
371803,i feel utterly outraged by it,anger
417298,i would encourage you to pick up the non digital copy to keep by your desk for inspiration whenever you feel complacent,anger
357963,i know that i feel remorseful when i have been angry but really should i,anger
775266,i know what it feels like to cry and be angry,anger
59764,i feel so angry at you and guilty about my reaction and im beating myself up for believing you when i knew you were sick,anger
489440,i would have a few months of depravity craving foods and feeling cranky angry and jealous of naturally skinny friends,anger
758444,i would feel outraged if they did as they deserve it they have nothing to do with the actions of the clubs,anger
19064,i could plod along in my life with my head down feeling envious of what i don t have and frustrated at the spectacle of what an average life has become,anger
169926,i will admit i do not know much about her separatist past but i do feel slightly outraged that the martin government would put someone with even a hint of separatism in the one position that should represent unity,anger
597602,i get angry and sometimes i am quick to raise my voice at my children and sometimes my husband when i feel wronged,anger
502737,i really honestly feel like i am not smart enough for college and i dont know if i can ever pluck up the courage to try again,anger
250316,the outrageous conduct of a relative towards me and those close to meblaming us and lying,anger
186442,im feeling vicious and so outrageous it breaks us,anger
370894,i feel respected from trent it is easy to encourage him,anger
788335,i feel their courage and their pain g their lives should never be in vain,anger
218437,i could feel myself getting agitated little things i wouldn t notice any other time where starting to give me the sensation of impending rage,anger
774749,i had this bad feeling that rich had spotted us and that he was going to get angry,anger
500968,i found myself angry and feeling helpless,anger
239007,i do because at the time i feel i deserve to be punished or i am angry at myself but really i think someone else,anger
542176,i can only assume is a very large bed in a very large house with several nice cars in the garage i imagine he had about million reasons to feel more loyal to the cubs than to his home nation,anger
610413,i cant help but wonder and feel enraged,anger
664238,i feel selfish judgemental hypocritical mean immature hurt confused unfocused disappointed and angry,anger
829172,i can actually become the arrow and when i shoot a perfect arrow i feel perfectly at peace with the world and am momentarily not angry,anger
780801,my girlfriend disliked it when i played majong a game of gambling i expressed my regrets and when i went to see her she neglected my existance i was very angry and left in displeasure,anger
432529,i stop this no thought eating after i am feeling fearful guilty angry or bored,anger
357032,i didn t say you shouldn t feel outraged by it but i was gt gt gt gt referring to people who d only feel outraged by this and not by let s gt gt gt gt say a person being thrown off that cliff or shot in the face,anger
119044,ive also been feeling a bit discouraged with some of my interests,anger
674108,im feeling and how fearful i am of having someone scold me or be angry for all of this and how embarassed i am and ashamed of my behavior in doing everything id been taught to not do,anger
340679,i remember feeling discouraged and like i wanted to give up after talking to him,anger
799226,i am sickened by how disgusting some people are and how they continue to be despite how i feel i am outraged that nobody even tries to understand me anymore and that nobody seems to really care anymore,anger
726476,i feel dissatisfied frustrated defeated discouraged and ultimately my creativity is paralyzed,anger
623373,i feel respected when jeff gives me encouragement or praise when he values my opinions and when he makes me a priority over the other important things in his life,anger
728342,i have been feeling extremely discouraged about where i currently am,anger
368934,i feel frightened angry und now confused,anger
363649,i don t believe that anybody should be answering any questions while they are excessively angry or feeling the effects of one of the dangerous and detrimental emotions,anger
241011,i like that there is a mood called enraged because right now i feel enraged,anger
794969,im finding myself feeling a bit angry and stressed while listening to elizabeths narrative she reads for the audiobook herself,anger
214633,i acting passive when i feel enraged that she committed the cardinal sin which was not having sex but doing it right under my nose,anger
463110,im feeling greatly discouraged by this as i was hoping to be done with the money part of this by some time next year,anger
346411,i feel angry i also feel hurt and wasted,anger
161096,ill be honest im feeling a bit discouraged because the list is long and its seriously already may,anger
114243,i feel discouraged i will turn to him for encouragement,anger
462845,i feel like i should call up carrie underwood so she can write up some kind of angry country song about it,anger
637066,i didnt want to watch first was the strong feelings that were already starting to hit me because of this potentially being an act of terrorism and the second reason was that i knew i would just get mad at the network tv coverage,anger
188191,i am feeling cranky or angry just down and a little detached from everything,anger
604996,i feel robbed abused angry and hurt i feel bitter upset and resentment,anger
214717,i left the theatre feeling irrationally enraged about almost every aspect of the thing,anger
577007,i would encourage you all that are feeling that kinda low to go to your doctor or if you can talk with a counselor that specialize in depression,anger
197369,i could come up with is that i was really feeling victimized and that made me absolutely raging angry inside,anger
398376,i encouraged them to take a sip and really notice all the flavors to feel where the tea was sweet in the mouth and where it was bitter,anger
782514,i feel angry about this system and enlightened by this book but hopeful that i can continue to feel connected to the world through my work which is how it often is,anger
647588,i feel devastated and angry that i lost my job at nwnatural i feel bad that i lost that opportunity,anger
807104,i feel glad even in those days your mom instilled courage alertness and responsibility in you by insisting on you to carry a knife and a torch and some spiritual clarity with you everyday of your life,anger
739461,i also shoot in the field with a jack ass of a studio camera the mamiya rz and what feels like at least lbs of supporting gear so its not like i can shoot n scoot like your average urban exploration guerilla tourist type,anger
190675,i was super angry at that person he brought and feeling really really petty,anger
291421,i didnt feel angry about it,anger
94058,i left feeling totally discouraged and as i walked home i started to think that i had made a terrible terrible mistake,anger
259950,i usually feel terrible when i first get up and i cry and rage at the world for a couple of hours,anger
1482,ive just spent the last half hour feeling ridiculously angry over insensitive comments from my partner but that all changed a few minutes ago to real pride over how much i have changed,anger
262988,i truly believe if i attempt to do schoolwork today when i feel exhausted and overwhelmed like this not only will it be a complete waste of time but i will start the teaching week cranky and angry and that is just no way to be when you work with children,anger
376772,i feel a little defeated a little discouraged and like im running out of breathing room,anger
484169,i would feel outraged,anger
715626,i just feel discouraged and severely limited,anger
204416,i feel aggravated deceived and outraged,anger
749468,i get angry at myself a lot for feeling this way but almost as frequently im mad at the people in my life who ask so much of me,anger
5500,i came out freaked on the brink of tears feeling angry confused ridiculous small,anger
760299,i gold has the same name as jeremy pivens character in entourage and it feels even weirder when adrian grenier shows up here in a supporting role,anger
18288,i was feeling particularly discouraged at how little weve seen of him lately and i decided that i needed to stop being negative and instead refocus my thoughts and remember some of the many things we have to be grateful for right now,anger
215912,i couldnt even talk to them about it because once they decide the conversation is over they stop listening to me and walk away leaving me feeling helpless and angry and even more frustrated,anger
593489,i don t feel like being angry and barking at people who cross my path whether they mean bad or not,anger
708230,i didnt feel angry about it,anger
410294,i don t really blame all those people who feel enraged by the apparent defection of erstwhile pro democracy blogger raja petra kamarudin to the umno bn or at least anti pkr ranks,anger
148868,i feel afraid you are my courage,anger
631210,i feel angry when i hear that tone of voice,anger
330659,i feel annoyed upset angry at the fact that everyone seems to have a family to belong to,anger
828006,i often feel discouraged as i look at the world around us,anger
130645,i was feeling angry over a small matter while cycling but by the end felt more positive about it,anger
338019,i didn t feel angry rather nauseated and disgusted,anger
279146,i am also human being obviously i do feel angry at times due to the others,anger
824714,i figured that cleansing would be hard because well i have tried before and failed and i also know that i would feel deprived at times and angry or pouty because i couldnt have any good yummy rewardy treats that part i expected,anger
253955,i feel bitter angry and hurt towards them,anger
399305,i fear we feeling dangerous this time you are not really angry i was wrong after i called in too and others do not speak that sentence i m not saying that you hear,anger
24654,i might feel scared or angry but once i calm down and think things through i often realize i overreacted,anger
485544,i feel enraged i feel amplified i feel like i m about to kick some ass,anger
118200,i feel so utterly pissed off because after so many times you just allow it to keep repeating and i want to show you that im angry i want to scream in your face that i was hurt,anger
465132,i found myself rooting for the forbidden couple and feeling outraged at the way addie was treated by her family,anger
155833,i do feel envious or jealous or angry,anger
669991,i mountain be virtuous the facial expression of face be so apathetic and supercilious connect to be placed in the lei in the angry fright to receive nuo to also feel frightened to himfree and porn slice download,anger
439981,im not feeling bitter or angry or something and i get over those things rather fast,anger
444010,im not even that heavy anymore but i continue to feel outraged at the concept,anger
813097,i was feeling rather discouraged and unmotivated for school and the best place i decided i should be was at church so off i drove to church on friday night,anger
418168,i feel the need to shelter her from the possibility of enraged osaasa fans after this interview,anger
552218,i need to listen to a song where i can be angry and feel accepted at the same time,anger
191605,i posted about it which was months ago we were feeling very discouraged about the potential cost of the whole thing and worried about how long it would take and were just generally unsure how to proceed,anger
521071,i try to channel my grandma millies peace and not feel jealous or angry but it only goes so far,anger
357478,im as angry as shit shit is aparrently angry and i feel like i should be giving buddyhead something back for keeping me entertained,anger
234916,i feel discouraged i remember my time in bali and i remind myself of these wise words attributed to the buddha,anger
763321,i got the feeling that the staff was being overly friendly to compensate for the dearth of entertainment options in the waiting room maybe its just a florida thing but everyone at this particular endoscopy clinic was outrageously perky,anger
651122,i feel impatient angry restless and anxious,anger
819123,i feel ashamed over feeling scared angry pessimistic,anger
604246,i think its the case that whether people like anne coulter or ed schultz really feel as outraged as they do their viewers most certainly do feel that kind of outrage and anger about the substance of their collective tirades,anger
115613,i can t help but feel that this may be show that broke my tolerance for high pitched little girl squeals and fairly average mystery writing,anger
505382,im having moodswings or what but i just feel so easily agitated over small stuffs nowadays i doubt people can see if im angry or having moodswing,anger
766126,i have been feeling so discouraged recently,anger
660725,im sure that many of you will be feeling very discouraged and confused,anger
367691,im left feeling discouraged and less of a conqueror,anger
768936,im angry and feeling vicious and i need to dump it all out somewhere before i start unleashing hell on people,anger
775783,i sometimes feel cheated often rejected and angry,anger
799151,i have come to know is that when a person feels victimized and unheard rage is usually to follow,anger
257299,im feeling and how fearful i am of having someone scold me or be angry for all of this and how embarassed i am and ashamed of my behavior in doing everything id been taught to not do,anger
581689,i feel angry that my employers do not give us the bank holiday that the nation has been given to honour the queens diamond jubilee,anger
820786,im feeling rebellious and angry,anger
131502,i actually think anybody who supports any kickstarter campaign should feel outraged and betrayed but despite this i actually began to think about the fake question i had posed,anger
392268,my mother unjustly became very angry with me and sent me to my room while my father explained that the way she saw things was not correct i had done things with the best intentions,anger
657265,i get the feeling we might and people are gonna rage about it and be all pissed off at bandai and most will end up shelling out the cash,anger
392054,i feel outraged that someone is going to trawl the underbelly of cyberspace ostensibly on my behalf to tell me what i and we cannot see and by extention cannot think,anger
677453,i should feel outraged and yet five years of no accountability is making me weary,anger
807643,i feel that we do have a lot to be angry about,anger
7823,i will remove the skin in front and you will still have a wide midsection and saggy skin everywhere except the front yep i guess i will i said feeling offended and discouraged,anger
456751,i was obviously feeling insufficiently outraged,anger
229056,i feel like everyone is going to be angry with me soon because i am going to break a rule and then they won t want to know me any more,anger
129239,i was going to talk about feeling discouraged because ive been feeling so powerless against my cravings and unhealthy temptations lately,anger
528919,i feel like i m getting jaded and cynical and that with each passing day the window for letting new people in is growing smaller and my discouragement with the world is getting bigger,anger
621019,im finally finished with feeling angry or disheveled or even broken,anger
273217,i feel grouchy angry sleepy restless and fat but not psychotic,anger
491341,i could see how it was once a grand chicago neighborhood while on the other i could understand how someone who grew up there would feel discouraged at what its become,anger
177524,i sometimes feel discouraged or wonder why,anger
691682,i feel angry and paranoid and just disappointed in myself for eating it and with sam for not looking out for me the way i did for him still tracked and everything thats what weeklies are for,anger
230940,i know that mini goals are the way to go and i usually put time lines on them however i find that i feel discouraged if a time goal has come and gone and i didnt meet it,anger
151732,i feel totally discouraged,anger
607532,i caught him feet away from the apt binge drinking watching porn when he could be with me all but the drinking is secretively having road rage to the point of me feeling fearful for my life being disrespectful to me my mom and a few other adults,anger
21916,im back in kindergarten dressed up in my homemade simba costume feeling lost discouraged and wondering who the heck i am,anger
20084,i remember tearing around the house down the halls and into the rooms watching them get bare listening to my father be angry about the injustice of it i remember everything feeling very violent like my house was getting raped and i couldnt save it,anger
118332,i did feel pretty rotten the first few days tired discouraged headachey digestively not good but since then and since i added the thyroid and adrenal ive had a lot more energy and ive dropped two pounds,anger
702680,i am feeling peaceful about a situation that was making me angry,anger
92431,i feel like im one of those bitchy complaining old people who stay shut up all day in their smelly homes and when someone talks to them they tap their stick in an angry fashion and complain about anything that attracts their attention,anger
250667,i feel discouraged and beaten down i do better when i can pray about it obviously and then call my mama and friends,anger
799204,i stumbled upon a blog post from one of the blowhards whose writing made me feel angry and self deprecating,anger
311331,i just feel really outraged,anger
379310,i feel angry when span style font family times new roman serif font size,anger
53074,i feel angry i just think of what it was like elsewhere,anger
66831,i feel the courage from trusting god to keep going,anger
81865,i don t feel angry because i m a nice person,anger
615298,i cant take being rejected because it makes me feel bad and when i feel bad i get really angry and go into a little depressive and malicious state,anger
96994,i feel it is my solemn duty to share this divine knowledge of mine in order that others may benefit from it s truth and beauty and render their world just a tad closer to thearchitecturality that utopian perfectly set garage society to which we all strive,anger
